year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,10,OO,SkyWest Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",,,,,,,,,,,,,,,
2020,10,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",,,,,,,,,,,,,,,
2020,10,YV,Mesa Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",,,,,,,,,,,,,,,
2020,10,YV,Mesa Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",,,,,,,,,,,,,,,
2020,10,YV,Mesa Airlines Inc.,TPA,"Tampa, FL: Tampa International",,,,,,,,,,,,,,,
2020,10,ZW,Air Wisconsin Airlines Corp,FAR,"Fargo, ND: Hector International",,,,,,,,,,,,,,,
2020,10,ZW,Air Wisconsin Airlines Corp,LNK,"Lincoln, NE: Lincoln Airport",,,,,,,,,,,,,,,
2020,10,ZW,Air Wisconsin Airlines Corp,MBS,"Saginaw/Bay City/Midland, MI: MBS International",,,,,,,,,,,,,,,
2020,9,EV,ExpressJet Airlines LLC,AMA,"Amarillo, TX: Rick Husband Amarillo International",,,,,,,,,,,,,,,
2020,9,UA,United Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",,,,,,,,,,,,,,,
2020,8,G4,Allegiant Air,OGS,"Ogdensburg, NY: Ogdensburg International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",,,,,,,,,,,,,,,
2020,7,AS,Alaska Airlines Network,BUR,"Burbank, CA: Bob Hope",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,AS,Alaska Airlines Network,TUS,"Tucson, AZ: Tucson International",,,,,,,,,,,,,,,
2020,7,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,OO,SkyWest Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",,,,,,,,,,,,,,,
2020,7,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",,,,,,,,,,,,,,,
2020,7,YV,Mesa Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",,,,,,,,,,,,,,,
2020,7,YV,Mesa Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",,,,,,,,,,,,,,,
2020,6,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,OO,SkyWest Airlines Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,OO,SkyWest Airlines Inc.,ORH,"Worcester, MA: Worcester Regional",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,YV,Mesa Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",,,,,,,,,,,,,,,
2020,6,YV,Mesa Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",,,,,,,,,,,,,,,
2020,6,YV,Mesa Airlines Inc.,MLI,"Moline, IL: Quad City International",,,,,,,,,,,,,,,
2020,6,YV,Mesa Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",,,,,,,,,,,,,,,
2020,5,DL,Delta Air Lines Network,AVL,"Asheville, NC: Asheville Regional",,,,,,,,,,,,,,,
2020,5,DL,Delta Air Lines Network,LEX,"Lexington, KY: Blue Grass",,,,,,,,,,,,,,,
2020,5,DL,Delta Air Lines Network,PVD,"Providence, RI: Theodore Francis Green State",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,EV,ExpressJet Airlines LLC,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",,,,,,,,,,,,,,,
2020,5,EV,ExpressJet Airlines LLC,PVD,"Providence, RI: Theodore Francis Green State",,,,,,,,,,,,,,,
2020,5,EV,ExpressJet Airlines LLC,PWM,"Portland, ME: Portland International Jetport",,,,,,,,,,,,,,,
2020,5,G4,Allegiant Air,ANC,"Anchorage, AK: Ted Stevens Anchorage International",4.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",120.0,,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,BOS,"Boston, MA: Logan International",28.0,,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",18.0,,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",9.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",8.0,,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,OGS,"Ogdensburg, NY: Ogdensburg International",5.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,PSP,"Palm Springs, CA: Palm Springs International",17.0,,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",17.0,,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,SJU,"San Juan, PR: Luis Munoz Marin International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G4,Allegiant Air,TUS,"Tucson, AZ: Tucson International",10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,G7,GoJet Airlines LLC d/b/a United Express,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,OH,PSA Airlines Inc.,BDL,"Hartford, CT: Bradley International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,UA,United Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,UA,United Air Lines Network,LIH,"Lihue, HI: Lihue Airport",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,UA,United Air Lines Network,OGG,"Kahului, HI: Kahului Airport",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,UA,United Air Lines Network,RIC,"Richmond, VA: Richmond International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,YV,Mesa Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,YV,Mesa Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,YX,Republic Airline,CLE,"Cleveland, OH: Cleveland-Hopkins International",,,,,,,,,,,,,,,
2020,5,ZW,Air Wisconsin Airlines Corp,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,ZW,Air Wisconsin Airlines Corp,LEX,"Lexington, KY: Blue Grass",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OO,SkyWest Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",12.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OO,SkyWest Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OO,SkyWest Airlines Inc.,SCK,"Stockton, CA: Stockton Metropolitan",,,,,,,,,,,,,,,
2020,4,OO,SkyWest Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",20.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,PT,Piedmont Airlines,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,PT,Piedmont Airlines,FWA,"Fort Wayne, IN: Fort Wayne International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,PT,Piedmont Airlines,IND,"Indianapolis, IN: Indianapolis International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,PT,Piedmont Airlines,ORF,"Norfolk, VA: Norfolk International",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,PT,Piedmont Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,UA,United Air Lines Network,BUR,"Burbank, CA: Bob Hope",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,UA,United Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",,,,,,,,,,,,,,,
2020,4,UA,United Air Lines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,UA,United Air Lines Network,DLH,"Duluth, MN: Duluth International",,,,,,,,,,,,,,,
2020,4,UA,United Air Lines Network,ITO,"Hilo, HI: Hilo International",4.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,UA,United Air Lines Network,JAX,"Jacksonville, FL: Jacksonville International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,UA,United Air Lines Network,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",,,,,,,,,,,,,,,
2020,4,UA,United Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,YV,Mesa Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",,,,,,,,,,,,,,,
2020,4,YV,Mesa Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",,,,,,,,,,,,,,,
2020,4,YV,Mesa Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,YX,Republic Airline,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",,,,,,,,,,,,,,,
2020,4,YX,Republic Airline,DAB,"Daytona Beach, FL: Daytona Beach International",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,YX,Republic Airline,HRL,"Harlingen/San Benito, TX: Valley International",,,,,,,,,,,,,,,
2020,4,YX,Republic Airline,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",,,,,,,,,,,,,,,
2020,4,YX,Republic Airline,MKE,"Milwaukee, WI: General Mitchell International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,YX,Republic Airline,PNS,"Pensacola, FL: Pensacola International",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,ZW,Air Wisconsin Airlines Corp,AVL,"Asheville, NC: Asheville Regional",,,,,,,,,,,,,,,
2020,4,ZW,Air Wisconsin Airlines Corp,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",,,,,,,,,,,,,,,
2020,4,ZW,Air Wisconsin Airlines Corp,BUF,"Buffalo, NY: Buffalo Niagara International",,,,,,,,,,,,,,,
2020,4,ZW,Air Wisconsin Airlines Corp,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",,,,,,,,,,,,,,,
2020,4,ZW,Air Wisconsin Airlines Corp,ERI,"Erie, PA: Erie International/Tom Ridge Field",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,ZW,Air Wisconsin Airlines Corp,FNT,"Flint, MI: Bishop International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,ZW,Air Wisconsin Airlines Corp,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",,,,,,,,,,,,,,,
2020,4,ZW,Air Wisconsin Airlines Corp,MHT,"Manchester, NH: Manchester-Boston Regional",,,,,,,,,,,,,,,
2020,4,ZW,Air Wisconsin Airlines Corp,MLI,"Moline, IL: Quad City International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,ZW,Air Wisconsin Airlines Corp,PVD,"Providence, RI: Theodore Francis Green State",,,,,,,,,,,,,,,
2020,4,ZW,Air Wisconsin Airlines Corp,SYR,"Syracuse, NY: Syracuse Hancock International",,,,,,,,,,,,,,,
2020,4,ZW,Air Wisconsin Airlines Corp,TYS,"Knoxville, TN: McGhee Tyson",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",,,,,,,,,,,,,,,
2020,4,9E,Endeavor Air Inc.,CAK,"Akron, OH: Akron-Canton Regional",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",20.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",8.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",13.0,,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",,,,,,,,,,,,,,,
2020,4,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",,,,,,,,,,,,,,,
2020,4,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",112.0,,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",15.0,,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",23.0,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,AA,American Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",15.0,,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,AA,American Airlines Network,LIH,"Lihue, HI: Lihue Airport",11.0,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,AA,American Airlines Network,OGG,"Kahului, HI: Kahului Airport",29.0,,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,AX,Trans States Airlines,AMA,"Amarillo, TX: Rick Husband Amarillo International",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,COD,"Cody, WY: Yellowstone Regional",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,CPR,"Casper, WY: Casper/Natrona County International",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,DRO,"Durango, CO: Durango La Plata County",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,ELP,"El Paso, TX: El Paso International",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,FCA,"Kalispell, MT: Glacier Park International",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,FLG,"Flagstaff, AZ: Flagstaff Pulliam",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,HDN,"Hayden, CO: Yampa Valley",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,HLN,"Helena, MT: Helena Regional",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,IDA,"Idaho Falls, ID: Idaho Falls Regional",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,LNK,"Lincoln, NE: Lincoln Airport",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,MLI,"Moline, IL: Quad City International",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,SAF,"Santa Fe, NM: Santa Fe Municipal",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,SCE,"State College, PA: University Park",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,SGF,"Springfield, MO: Springfield-Branson National",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,TUL,"Tulsa, OK: Tulsa International",,,,,,,,,,,,,,,
2020,4,AX,Trans States Airlines,XWA,"Williston, ND: Williston Basin International",,,,,,,,,,,,,,,
2020,4,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,B6,JetBlue Airways,BZN,"Bozeman, MT: Bozeman Yellowstone International",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",BTV,"Burlington, VT: Burlington International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",CHO,"Charlottesville, VA: Charlottesville Albemarle",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",MKE,"Milwaukee, WI: General Mitchell International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",MSN,"Madison, WI: Dane County Regional-Truax Field",,,,,,,,,,,,,,,
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",RIC,"Richmond, VA: Richmond International",,,,,,,,,,,,,,,
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",STL,"St. Louis, MO: St Louis Lambert International",,,,,,,,,,,,,,,
2020,4,CP,Compass Airlines,DEN,"Denver, CO: Denver International",18.0,,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,CP,Compass Airlines,FAT,"Fresno, CA: Fresno Yosemite International",12.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,CP,Compass Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",11.0,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,CP,Compass Airlines,OMA,"Omaha, NE: Eppley Airfield",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,CP,Compass Airlines,RNO,"Reno, NV: Reno/Tahoe International",24.0,,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,CP,Compass Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,DL,Delta Air Lines Network,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",,,,,,,,,,,,,,,
